code,region,name,exchange,type
002059,SZ,云南旅游,SZSE,stock
002060,SZ,广东建工,SZSE,stock
002061,SZ,浙江交科,SZSE,stock
002062,SZ,宏润建设,SZSE,stock
002063,SZ,远光软件,SZSE,stock
002064,SZ,华峰化学,SZSE,stock
002065,SZ,东华软件,SZSE,stock
002066,SZ,瑞泰科技,SZSE,stock
002067,SZ,景兴纸业,SZSE,stock
002068,SZ,黑猫股份,SZSE,stock
002069,SZ,獐子岛,SZSE,stock
002072,SZ,凯瑞德,SZSE,stock
002073,SZ,软控股份,SZSE,stock
002074,SZ,国轩高科,SZSE,stock
002075,SZ,沙钢股份,SZSE,stock
002076,SZ,*ST星光,SZSE,stock
002077,SZ,大港股份,SZSE,stock
002078,SZ,太阳纸业,SZSE,stock
002079,SZ,苏州固锝,SZSE,stock
002080,SZ,中材科技,SZSE,stock
002081,SZ,金螳螂,SZSE,stock
002082,SZ,万邦德,SZSE,stock
002083,SZ,孚日股份,SZSE,stock
002084,SZ,海鸥住工,SZSE,stock
002085,SZ,万丰奥威,SZSE,stock
002086,SZ,东方海洋,SZSE,stock
002088,SZ,鲁阳节能,SZSE,stock
002090,SZ,金智科技,SZSE,stock
002091,SZ,江苏国泰,SZSE,stock
002092,SZ,中泰化学,SZSE,stock
002093,SZ,国脉科技,SZSE,stock
002094,SZ,青岛金王,SZSE,stock
002095,SZ,生意宝,SZSE,stock
002096,SZ,易普力,SZSE,stock
002097,SZ,山河智能,SZSE,stock
002098,SZ,浔兴股份,SZSE,stock
002099,SZ,海翔药业,SZSE,stock
002100,SZ,天康生物,SZSE,stock
002101,SZ,广东鸿图,SZSE,stock
002102,SZ,能特科技,SZSE,stock
002103,SZ,广博股份,SZSE,stock
002104,SZ,恒宝股份,SZSE,stock
002105,SZ,信隆健康,SZSE,stock
002106,SZ,莱宝高科,SZSE,stock
002107,SZ,沃华医药,SZSE,stock
002108,SZ,沧州明珠,SZSE,stock
002109,SZ,兴化股份,SZSE,stock
002110,SZ,三钢闽光,SZSE,stock
002111,SZ,威海广泰,SZSE,stock
002112,SZ,三变科技,SZSE,stock
002114,SZ,罗平锌电,SZSE,stock
002115,SZ,三维通信,SZSE,stock
002116,SZ,中国海诚,SZSE,stock
002117,SZ,东港股份,SZSE,stock
002119,SZ,康强电子,SZSE,stock
002120,SZ,韵达股份,SZSE,stock
002121,SZ,科陆电子,SZSE,stock
002122,SZ,ST汇洲,SZSE,stock
002123,SZ,梦网科技,SZSE,stock
002124,SZ,天邦食品,SZSE,stock
002125,SZ,湘潭电化,SZSE,stock
002126,SZ,银轮股份,SZSE,stock
002127,SZ,南极电商,SZSE,stock
002128,SZ,电投能源,SZSE,stock
002129,SZ,TCL中环,SZSE,stock
002130,SZ,沃尔核材,SZSE,stock
002131,SZ,利欧股份,SZSE,stock
002132,SZ,恒星科技,SZSE,stock
002133,SZ,广宇集团,SZSE,stock
002134,SZ,天津普林,SZSE,stock
002135,SZ,东南网架,SZSE,stock
002136,SZ,安纳达,SZSE,stock
002137,SZ,实益达,SZSE,stock
002138,SZ,顺络电子,SZSE,stock
002139,SZ,拓邦股份,SZSE,stock
002140,SZ,东华科技,SZSE,stock
002141,SZ,贤丰控股,SZSE,stock
002142,SZ,宁波银行,SZSE,stock
002144,SZ,宏达高科,SZSE,stock
002145,SZ,钛能化学,SZSE,stock
